,name,country,lon,lat,humidity,temp_max,wind_speed,cloudness
408,Tiarei,PF,-149.3333,-17.5333,94,77.02,22.91,99
409,Nioro,GM,-15.75,13.35,15,72.88,7.63,99
410,Ghātanji,IN,78.3167,20.1333,63,74.82,7.54,55
411,Seydi,TM,62.9137,39.4816,51,44.91,5.53,2
412,Moerai,PF,-151.3333,-22.4333,75,80.96,5.93,100
413,Antalaha,MG,50.2788,-14.9003,63,84.9,2.57,49
414,Deming,US,-107.7586,32.2687,55,44.24,9.22,75
415,Amapá,BR,-52.0,1.0,97,70.32,1.83,92
416,Neya,RU,43.8681,58.2972,98,14.95,1.86,100
417,Drayton Valley,CA,-114.9854,53.2168,97,3.72,1.95,37
418,Srednekolymsk,RU,153.6833,67.45,99,-18.47,4.7,95
419,Mislinja,SI,15.1956,46.4411,88,28.08,2.66,100
420,Zaporizhia,UA,35.1833,47.8167,93,36.27,2.24,100
421,Kiruna,SE,20.2251,67.8557,84,-4.88,0,100
422,Māngrol,IN,70.1167,21.1167,35,69.8,9.82,0
423,Mapastepec,MX,-92.9,15.4333,76,72.99,4.09,10
424,Plouzané,FR,-4.6167,48.3833,94,53.78,13.8,75
425,Heraclea,TR,34.0467,37.5133,82,40.15,6.13,100
426,Mahébourg,MU,57.7,-20.4081,89,81.25,5.75,75
427,Usingen,DE,8.5333,50.3333,94,34.84,1.72,84
428,Mount Gambier,AU,140.7667,-37.8333,54,73.85,12.77,99
429,Gilgit,PK,74.3087,35.9221,62,39.02,2.51,100
430,Córdoba,AR,-64.1811,-31.4135,54,76.75,1.01,0
431,Chimbote,PE,-78.5783,-9.0853,84,68.97,4.54,9
432,Guerrero Negro,MX,-114.0611,27.9769,61,62.02,2.64,100
433,Sarakhs,IR,61.1577,36.5449,32,51.22,8.97,0
434,Nizwá,OM,57.5333,22.9333,48,65.52,3.85,0
435,Aquidauana,BR,-55.7872,-20.4711,95,70.92,3,5
436,Tower,IE,-8.6,51.9167,93,53.11,9.22,75
437,Labuhan,ID,112.2051,-6.8844,69,85.14,10.4,74
438,Boende,CD,20.8667,-0.2167,69,79.14,1.88,97
439,Alyangula,AU,136.4192,-13.8483,50,90.82,1.21,100
440,São Filipe,CV,-24.4956,14.8961,72,72.18,5.84,100
441,Carutapera,BR,-46.02,-1.195,95,73.27,2.84,100
442,Algiers,DZ,3.042,36.7525,62,55.22,10.36,75
443,Salym,RU,71.4789,60.0625,90,9.73,10.45,100
444,Villa Carlos Paz,AR,-64.4978,-31.4241,28,73.38,1.99,0
445,Mahajanga,MG,46.3167,-15.7167,83,78.82,4.61,40
446,São João da Barra,BR,-41.0511,-21.6403,97,69.8,2.57,100
447,Mazagão,BR,-51.2894,-0.115,97,75.25,0.96,87
448,Salé,MA,-6.8166,34.0389,100,46.74,9.22,75
449,Miles City,US,-105.8406,46.4083,72,23.5,6.91,0
450,Yuncheng,CN,110.9928,35.0231,19,46.0,19.86,0
451,Beloha,MG,45.05,-25.1667,41,88.92,10.31,53
452,Kiryat Gat,IL,34.7642,31.61,41,59.4,13.15,0
453,Muravlenko,RU,74.523,63.7898,97,-8.72,11.18,47
454,Hancheng,CN,112.3522,32.5186,34,56.34,10.22,46
455,Balikpapan,ID,116.8289,-1.2675,79,85.19,8.05,40
456,Allahabad,IN,81.85,25.45,51,72.93,0.78,0
457,Kieta,PG,155.6333,-6.2167,84,81.43,6.13,100
458,Caravelas,BR,-39.2481,-17.7125,93,75.02,6.08,100
459,Montana,BG,23.225,43.4125,98,39.54,3.69,100
460,Fonte Boa,BR,-66.2662,-2.4959,98,71.49,0.25,83
461,Makarov,RU,142.8,48.6333,73,18.66,11.56,100
462,Sorochinsk,RU,53.1583,52.4338,78,10.04,10.71,100
463,Frontera,MX,-101.45,26.9333,38,52.32,4,100
464,Batticaloa,LK,81.6924,7.7102,82,78.13,5.48,98
465,Angola,AO,18.5,-12.5,89,67.95,5.61,100
466,Rypefjord,NO,23.6667,70.6333,80,31.75,16.11,75
467,Dărmăneşti,RO,26.4833,46.3667,87,36.46,5.57,100
468,Soe,ID,124.284,-9.8607,80,75.81,3.69,97
469,Tadine,NC,167.8833,-21.55,77,78.3,20.96,17
470,Rongcheng,CN,117.8517,30.634,61,49.37,5.19,100
471,Abu Kamal,SY,40.9171,34.4506,81,54.81,7.18,100
472,Blackpool,GB,-3.05,53.8167,93,45.79,8.05,40
473,Puerto Limón,CR,-83.0333,10.0,87,72.45,5.68,1
474,Deputatsky,RU,139.9,69.3,94,-25.08,5.44,11
475,Karasjok,NO,25.5112,69.4719,100,10.51,3.47,58
476,La Palma,US,-118.0467,33.8464,51,66.24,4.61,0
477,Akureyri,IS,-18.0878,65.6835,70,40.93,26.46,100
478,Kecel,HU,19.2519,46.5253,91,23.94,6.2,100
479,Ilulissat,GL,-51.1,69.2167,73,15.82,8.05,100
480,Copiapó,CL,-70.3333,-27.3667,69,65.89,3.13,100
481,Teya,RU,92.6267,60.3778,88,5.97,9.51,100
482,Bago,MM,96.4797,17.3367,29,89.73,1.5,94
483,Thinadhoo,MV,72.9333,0.5333,74,82.44,10.58,48
484,Amberley,US,-84.428,39.2048,69,23.56,3,0
485,Atbasar,KZ,68.3333,51.8,94,-1.55,4.61,5
486,Byron Bay,AU,153.6167,-28.65,76,82.51,8.59,19
487,Gigmoto,PH,124.39,13.7796,79,80.64,5.26,54
488,Ust-Maya,RU,134.5333,60.4167,94,-26.81,1.19,99
489,Lékoni,GA,14.2591,-1.5843,75,77.22,7.78,91
490,Hohhot,CN,111.6522,40.8106,35,23.43,7.4,18
491,Ust'-Kulom,RU,53.6902,61.6864,93,19.44,8.21,100
492,Belmonte,BR,-38.8828,-15.8631,89,73.9,7.31,100
493,Seymchan,RU,152.4333,62.8833,98,-18.45,1.61,100
494,Heihe,CN,127.4902,50.2441,92,-4.61,3.76,94
495,Jimeta,NG,12.4667,9.2833,21,74.14,3.04,92
496,Baruun-Urt,MN,113.2792,46.6806,78,-0.17,10.83,5
497,Dingle,PH,122.6711,10.9995,72,83.82,7.99,100
498,Myitkyina,MM,97.4,25.3833,32,82.24,1.54,0
499,Kozachi Laheri,UA,32.9776,46.7037,90,37.89,8.21,92
500,Kralendijk,BQ,-68.2667,12.15,78,76.98,10.36,20
501,Antofagasta,CL,-70.4,-23.65,85,65.48,2.64,83
502,Chenôve,FR,5.0046,47.2932,93,35.01,3.44,0
503,Tamworth,GB,-1.6959,52.634,91,43.47,1.99,100
504,Montepuez,MZ,38.9997,-13.1256,98,69.17,6.08,100
505,Germantown,US,-77.2717,39.1732,60,39.45,16.11,0
506,Griffith,US,-87.4237,41.5284,67,12.88,1.99,100
507,Palmer,US,-72.3287,42.1584,56,36.21,5.01,40
508,Ulaanbaatar,MN,106.8832,47.9077,61,5.13,2.24,0
509,Øksfjord,NO,22.3479,70.2396,80,32.18,8.72,25
510,Nehe,CN,124.8333,48.4833,87,-2.06,7.18,77
511,Chazuta,PE,-76.1367,-6.5742,99,72.25,1.19,50
512,Tura,IN,90.2201,25.5198,38,77.18,4.88,10
513,Ribeira Brava,PT,-17.0667,32.65,36,63.23,7.9,100
514,Santa María del Oro,MX,-105.3667,25.9333,33,51.24,4.47,100
515,Aksarka,RU,67.7975,66.5606,90,-6.92,9.53,93
516,Zyryanka,RU,150.85,65.75,100,-18.85,0.56,84
517,Kysyl-Syr,RU,122.7617,63.8986,100,-34.85,3.74,33
518,Aleksandrovskoye,RU,43.0008,44.7142,87,32.14,8.99,54
519,Konjic,BA,17.9614,43.6519,90,43.68,9.89,100
520,Crângeni,RO,24.7833,44.0333,88,37.26,16.78,100
521,Praia da Vitória,PT,-27.0667,38.7333,94,60.76,17.76,75
522,Ratnagiri,IN,73.3,16.9833,56,76.78,10.04,0
523,Atherton,GB,-2.4935,53.5237,91,44.29,3,100
524,Zyryanovsk,KZ,84.2719,49.7386,94,13.03,1.34,87
525,Ushtobe,KZ,77.9838,45.2514,66,31.37,14.94,86
526,Nova Olímpia,BR,-57.2881,-14.7972,96,71.65,2.73,100
527,Bontang,ID,117.5,0.1333,67,83.61,1.99,100
528,Sirte,LY,16.5887,31.2089,43,52.72,21.32,100
529,Toora-Khem,RU,96.11,52.4675,90,11.25,0.94,100
530,Kropyvnytskyi,UA,32.2597,48.5132,98,34.95,6.08,100
531,Svobodnyy,RU,128.1333,51.4,91,-10.23,1.68,97
532,Binzhou,CN,118.0167,37.3667,51,36.77,13.76,92
533,Sigulda,LV,24.8647,57.1519,96,27.77,3.18,74
534,Dzaoudzi,YT,45.2699,-12.7887,61,82.29,11.5,0
535,Finschhafen,PG,147.8681,-6.6024,82,83.61,15.48,99
536,Kavaratti,IN,72.642,10.5669,68,80.37,7.02,100
537,Aktas,KZ,72.9608,49.7789,92,6.55,6.49,9
538,Porciúncula,BR,-42.0408,-20.9628,99,69.94,1.12,100
539,Huarmey,PE,-78.1522,-10.0681,83,70.25,7.11,15
540,Mabaruma,GY,-59.7833,8.2,96,69.06,2.37,98
541,Philadelphia,US,-75.1638,39.9523,65,38.19,5.99,0
542,Bac Lieu,VN,105.7244,9.285,61,84.54,19.13,70
543,Betanzos,ES,-8.2147,43.2804,88,57.11,2.3,75
